,travel_mode,purpose,faretype,day_of_week,start_time_linear,age,female,driving_license,distance,dur_walking,dur_cycling,dur_driving,driving_traffic_percent,hh_vehicles,hh_income,hh_people,dur_pt,hh_region
4874,walk,NHBO,full,5,17.15,34,1,1,421,0.133888889,0.050277778,0.055833333,0.164179,0,15-20k,2,0.090277778,West London
4875,pt,HBO,free,2,13.5,85,1,0,643,0.202777778,0.104166667,0.061111111,0.304545,0,5-10k,1,0.131388889,Central London
4876,drive,HBO,full,6,23.0,37,1,1,7799,1.837777778,0.5725,0.304166667,0.238356,1,50-75k,1,0.861666667,West London
4877,pt,HBW,full,2,13.0,58,1,0,4212,1.056666667,0.415,0.441111111,0.717254,0,50-75k,3,0.700833333,East London
4878,drive,HBO,full,7,19.5,37,1,1,5662,1.363888889,0.438055556,0.266944444,0.326743,2,>100k,4,0.8675,West London
4879,pt,HBO,full,5,16.0,48,1,0,1811,0.488333333,0.177222222,0.142777778,0.243191,1,35-50k,2,0.386944444,South London
4880,pt,HBO,free,6,19.0,72,1,1,1881,0.490833333,0.182777778,0.113333333,0.585784,1,15-20k,1,0.2025,Central London
4881,pt,HBO,free,2,15.66666667,84,1,0,1037,0.294166667,0.134722222,0.103333333,0.475806,0,10-15k,1,0.258888889,Central London
4882,walk,HBW,full,1,15.75,57,1,0,866,0.2825,0.11,0.087222222,0.229299,1,>100k,2,0.1625,South London
4883,pt,HBO,full,3,11.66666667,31,1,0,1972,0.454166667,0.144722222,0.158888889,0.267483,0,5-10k,4,0.259722222,North London
4884,pt,HBE,full,3,13.66666667,45,0,0,4413,1.130555556,0.4,0.338888889,0.336066,1,10-15k,5,0.369166667,Central London
4885,walk,HBO,full,5,15.0,29,1,0,616,0.156111111,0.052777778,0.037777778,0.375,0,5-10k,2,0.083333333,West London
4886,drive,HBO,full,1,14.66666667,53,0,1,5639,1.331666667,0.416666667,0.396388889,0.549404,0,>100k,2,0.895277778,Central London
4887,drive,HBO,free,3,12.5,63,1,1,3164,0.756111111,0.228055556,0.208055556,0.264352,1,10-15k,3,0.528611111,South London
4888,cycle,HBO,full,2,18.0,38,1,0,955,0.238888889,0.058611111,0.108888889,0.193878,1,50-75k,3,0.212777778,North London
4889,walk,HBO,full,5,16.58333333,59,1,0,363,0.096388889,0.046944444,0.048055556,0.236994,1,>100k,2,0.084722222,West London
4890,walk,HBW,full,4,7.0,56,1,0,645,0.223888889,0.069166667,0.073333333,0.227273,1,50-75k,3,0.149722222,East London
4891,walk,HBO,free,1,11.0,89,0,1,1991,0.4625,0.132777778,0.140833333,0.260355,0,<5k,1,0.295,West London
4892,pt,HBE,full,3,11.83333333,26,1,0,4311,0.9975,0.333055556,0.274166667,0.303951,1,25-35k,3,0.711111111,West London
4893,walk,NHBO,full,6,12.5,33,1,1,549,0.119722222,0.053333333,0.075277778,0.501845,2,50-75k,2,0.0875,South London
4894,pt,HBW,full,1,7.5,28,0,0,10312,2.5175,0.844166667,0.860555556,0.560362,1,5-10k,4,0.789722222,South London
4895,drive,HBW,full,4,18.0,59,0,1,23113,5.752777778,1.889166667,1.180555556,0.284941,2,50-75k,2,1.845277778,South London
4896,walk,HBO,full,6,7.75,49,1,0,684,0.165833333,0.0525,0.046388889,0.215569,0,35-50k,1,0.107777778,Central London
4897,pt,HBO,free,1,12.33333333,72,1,1,3085,0.674444444,0.206388889,0.156944444,0.141593,0,10-15k,1,0.328888889,West London
4898,walk,NHBO,full,2,13.0,36,0,1,478,0.106666667,0.055555556,0.159444444,0.519164,1,50-75k,1,0.1,West London
4899,drive,HBO,free,6,15.0,73,1,1,1024,0.426666667,0.108055556,0.103888889,0.248663,1,15-20k,1,0.225833333,West London
4900,drive,HBO,full,2,22.75,57,1,1,3088,0.794444444,0.249722222,0.185555556,0.0523952,1,5-10k,1,0.282222222,East London
4901,pt,HBW,full,3,19.0,25,0,0,9778,2.263888889,0.675277778,0.570833333,0.440389,0,75-100k,4,0.682777778,West London
4902,drive,HBO,full,6,18.0,49,1,0,8669,2.008055556,0.625277778,0.466666667,0.604167,1,<5k,3,0.641388889,West London
4903,walk,HBO,dis,1,15.16666667,38,1,0,374,0.0875,0.040277778,0.047222222,0.164706,0,50-75k,1,0.07,Central London
4904,pt,HBO,free,1,12.25,76,0,0,712,0.199444444,0.0775,0.082222222,0.516892,0,5-10k,1,0.126111111,Central London
4905,pt,NHBO,dis,5,18.0,24,1,1,1708,0.456944444,0.223055556,0.251111111,0.655973,1,50-75k,2,0.230277778,North London
4906,drive,HBO,full,7,14.75,25,1,1,3538,0.983888889,0.327777778,0.193611111,0.0889527,4,50-75k,5,0.459166667,West London
4907,drive,HBE,free,2,18.0,68,1,1,4778,1.264166667,0.416388889,0.270277778,0.251799,1,<5k,2,0.726944444,West London
4908,drive,NHBO,free,4,10.66666667,69,1,1,1178,0.338333333,0.152222222,0.092777778,0.290419,2,10-15k,2,0.295,South London
4909,pt,HBW,dis,5,18.5,28,1,1,12479,2.892222222,1.010277778,0.815833333,0.517535,1,35-50k,1,0.648055556,South London
4910,drive,HBO,full,7,10.75,58,1,1,8436,1.966388889,0.720555556,0.479166667,0.228986,2,>100k,2,0.7325,Central London
4911,drive,B,full,4,16.25,54,1,1,7221,1.8375,0.583611111,0.3525,0.398739,1,5-10k,1,0.908888889,East London
4912,drive,HBO,full,3,14.5,45,1,1,1741,0.437777778,0.138888889,0.1725,0.243156,1,10-15k,2,0.361111111,North London
4913,drive,B,full,1,17.0,54,1,1,3929,0.955,0.296111111,0.300555556,0.271719,2,75-100k,4,0.673333333,West London
4914,pt,HBW,full,3,7.0,39,1,1,10481,2.4475,0.802222222,0.731388889,0.774402,0,>100k,2,0.842777778,South London
4915,drive,HBW,free,5,16.5,64,0,1,1024,0.288611111,0.072222222,0.12,0.233796,1,25-35k,1,0.169166667,South London
4916,pt,HBW,full,2,5.5,26,0,0,2970,0.741111111,0.245,0.107222222,0.0647668,0,10-15k,1,0.428888889,South London
4917,drive,HBO,free,2,15.5,67,1,1,2590,0.586111111,0.178611111,0.199166667,0.277545,1,35-50k,2,0.399444444,South London
4918,walk,HBO,free,2,14.0,70,1,0,1070,0.2725,0.112777778,0.084722222,0.245902,0,10-15k,2,0.186388889,North London
4919,cycle,HBW,full,2,17.58333333,50,0,1,3395,0.828611111,0.270833333,0.318055556,0.458515,0,25-35k,2,0.541388889,North London
4920,drive,HBO,free,1,17.0,85,1,1,2997,0.703888889,0.229722222,0.2275,0.344322,1,20-25k,1,0.193055556,West London
4921,walk,HBO,free,2,12.5,80,1,1,381,0.092777778,0.036944444,0.045555556,0.371951,1,50-75k,2,0.095,Central London
4922,pt,HBE,16+,4,16.08333333,16,1,0,4608,1.202222222,0.423888889,0.314166667,0.604775,1,15-20k,4,0.486388889,Central London
4923,pt,HBO,dis,2,22.25,26,1,1,7006,1.634722222,0.55,0.383055556,0.480783,0,25-35k,1,0.676944444,Central London
4924,drive,NHBO,free,3,12.5,79,1,1,3106,0.75,0.239166667,0.163055556,0.136286,1,35-50k,1,0.348888889,Central London
4925,drive,HBO,free,5,13.25,75,1,1,922,0.248888889,0.074722222,0.0875,0.0984127,1,10-15k,1,0.120277778,North London
4926,walk,HBE,16+,2,16.33333333,16,0,0,2171,0.597222222,0.191944444,0.194444444,0.295714,0,20-25k,2,0.449166667,East London
4927,drive,HBO,full,7,12.75,34,1,1,1943,0.464444444,0.144722222,0.166111111,0.580268,1,20-25k,2,0.2275,West London
4928,drive,HBW,full,3,8.666666667,30,1,1,14415,3.298611111,1.03,0.965277778,0.665324,1,35-50k,2,0.697777778,South London
4929,drive,HBO,full,6,10.5,25,1,1,1308,0.336944444,0.093888889,0.078333333,0.0567376,2,75-100k,5,0.213611111,West London
4930,walk,HBO,full,6,10.0,39,0,0,1265,0.345833333,0.134166667,0.108055556,0.154242,0,>100k,2,0.313888889,West London
4931,pt,HBO,full,6,12.0,34,1,1,13493,3.244166667,1.0025,0.913333333,0.542275,0,>100k,3,0.993611111,Central London
4932,walk,HBO,full,6,16.5,51,1,0,1092,0.3075,0.125555556,0.163055556,0.579216,0,<5k,2,0.211388889,Central London
4933,drive,HBO,full,7,15.25,54,1,1,1531,0.435277778,0.1425,0.085,0.284314,1,>100k,3,0.315555556,South London
4934,pt,HBO,free,3,12.0,70,1,1,12360,2.865,0.869166667,0.634722222,0.458643,1,10-15k,1,0.625555556,East London
4935,pt,B,16+,6,12.0,17,1,0,3964,0.980555556,0.325833333,0.354444444,0.338558,1,10-15k,3,0.503611111,West London
4936,pt,B,full,6,17.0,35,1,0,3357,0.792777778,0.210833333,0.129722222,0.349036,0,<5k,1,0.305833333,West London
4937,drive,NHBO,free,6,12.63333333,66,1,0,859,0.279444444,0.134722222,0.092222222,0.0662651,0,35-50k,1,0.224444444,West London
4938,drive,NHBO,full,5,12.25,42,0,1,4374,1.476944444,0.279444444,0.243888889,0.331435,1,35-50k,2,0.765555556,Central London
4939,pt,HBO,full,2,17.0,26,1,0,3110,0.7425,0.231111111,0.216944444,0.412292,0,<5k,1,0.339444444,Central London
4940,walk,HBW,full,4,16.5,33,1,0,1208,0.316111111,0.130555556,0.153611111,0.274864,0,25-35k,3,0.315555556,West London
4941,pt,HBO,full,3,13.75,23,0,0,5614,1.429444444,0.450555556,0.278611111,0.120638,3,10-15k,2,0.637222222,East London
4942,drive,HBO,full,7,20.0,26,1,1,1298,0.343888889,0.115833333,0.118055556,0.115294,3,75-100k,4,0.275555556,East London
4943,pt,HBO,free,4,12.5,92,1,0,3243,0.781111111,0.270277778,0.194166667,0.200286,0,5-10k,1,0.439166667,South London
4944,drive,NHBO,full,5,12.5,43,1,1,715,0.2225,0.102777778,0.120833333,0.11954,2,35-50k,2,0.11,West London
4945,walk,HBW,dis,4,18.0,23,0,0,353,0.091388889,0.030833333,0.034166667,0.0,0,35-50k,3,0.073611111,West London
4946,pt,HBE,dis,5,13.0,21,1,0,8637,2.043611111,0.7175,0.544722222,0.415604,0,10-15k,3,1.078333333,Central London
4947,pt,HBO,full,6,17.33333333,37,1,1,7193,1.738611111,0.522222222,0.245277778,0.445074,1,50-75k,5,0.649444444,West London
4948,pt,NHBO,full,2,11.25,36,1,1,12532,2.912777778,0.998055556,0.801388889,0.401386,1,35-50k,2,0.704166667,Central London
4949,walk,B,dis,3,19.66666667,22,1,1,1436,0.353333333,0.139166667,0.125555556,0.674779,0,15-20k,2,0.250277778,Central London
4950,pt,B,full,4,17.5,30,1,1,15153,3.548888889,1.068611111,0.959444444,0.653156,2,25-35k,2,0.596666667,South London
4951,walk,HBO,full,1,16.0,46,0,1,1697,0.434444444,0.157222222,0.155,0.385305,1,15-20k,1,0.345555556,South London
4952,drive,HBO,full,7,16.08333333,39,1,1,4603,1.358888889,0.409444444,0.247777778,0.396861,1,10-15k,5,0.831666667,West London
4953,drive,NHBO,free,6,11.0,68,1,1,15842,3.631666667,1.181388889,0.950277778,0.443438,1,25-35k,1,0.900833333,South London
4954,pt,HBO,full,2,9.0,55,1,0,5012,1.261388889,0.426111111,0.374722222,0.369904,0,5-10k,2,0.723333333,Central London
4955,pt,HBW,free,2,6.0,62,0,1,6883,1.536388889,0.405555556,0.290277778,0.198086,0,25-35k,2,0.543055556,Central London
4956,walk,HBO,full,4,23.0,33,0,1,554,0.133333333,0.033055556,0.023611111,0.164706,1,>100k,2,0.093055556,West London
4957,walk,HBO,full,5,10.0,49,1,0,982,0.264444444,0.095833333,0.119166667,0.487179,0,<5k,1,0.17,Central London
4958,pt,HBO,free,5,13.0,61,1,0,8562,2.047777778,0.709722222,0.647777778,0.599485,1,35-50k,2,0.658888889,Central London
4959,pt,HBW,full,1,6.0,47,0,0,12110,2.743611111,0.802777778,0.373055556,0.396873,0,35-50k,1,0.790277778,West London
4960,drive,B,full,2,15.0,54,0,1,5423,1.5625,0.458611111,0.290277778,0.209569,1,20-25k,1,0.748333333,South London
4961,walk,HBO,full,1,14.5,53,1,0,670,0.166944444,0.0575,0.068611111,0.097166,0,25-35k,2,0.131111111,East London
4962,pt,HBW,full,4,6.516666667,27,0,1,15175,3.633888889,1.046111111,0.7675,0.588491,0,25-35k,1,0.866944444,Central London
4963,pt,HBW,full,5,17.33333333,31,1,1,6703,1.631388889,0.572222222,0.429166667,0.475081,1,35-50k,1,0.676666667,West London
4964,drive,HBW,full,2,13.5,51,1,1,4894,1.14,0.386388889,0.187777778,0.139053,1,35-50k,2,0.759722222,South London
4965,drive,HBO,full,7,14.0,35,1,1,2298,0.513333333,0.146111111,0.183333333,0.225758,1,5-10k,4,0.304166667,South London
4966,pt,HBW,full,3,17.0,42,1,0,4046,0.911666667,0.282777778,0.231111111,0.581731,1,35-50k,3,0.358611111,West London
4967,walk,NHBO,free,3,11.08333333,73,1,0,797,0.185277778,0.090833333,0.062777778,0.389381,0,<5k,1,0.108888889,South London
4968,drive,B,full,3,20.5,47,0,1,2696,0.696944444,0.219444444,0.162222222,0.0599315,1,75-100k,7,0.333333333,West London
4969,pt,HBW,full,6,7.5,27,1,0,7342,1.7575,0.668333333,0.406388889,0.525632,0,15-20k,1,0.728055556,Central London
4970,pt,HBO,free,2,8.25,80,1,0,938,0.235,0.07,0.0575,0.0386473,0,5-10k,1,0.195833333,East London
4971,pt,HBO,full,1,15.0,56,1,1,6050,1.414444444,0.4275,0.271388889,0.211873,2,35-50k,2,0.473055556,West London
4972,walk,HBO,free,2,11.75,83,1,1,638,0.151111111,0.045,0.033333333,0.0,1,5-10k,1,0.103888889,East London
4973,pt,HBO,free,4,7.0,74,1,0,8639,1.971111111,0.615833333,0.536944444,0.67046,0,50-75k,1,0.560277778,South London
4974,pt,HBO,full,1,11.75,31,1,1,2572,0.6575,0.247777778,0.175833333,0.445498,1,50-75k,3,0.267777778,South London
4975,drive,HBO,free,7,10.5,70,1,1,14412,3.391944444,1.173611111,0.600277778,0.412309,1,20-25k,1,1.141666667,West London
4976,pt,HBW,full,2,18.0,32,0,0,15322,3.718055556,1.308888889,1.113055556,0.653606,0,25-35k,3,0.675555556,South London
4977,pt,HBW,full,2,17.5,28,0,1,1870,0.441111111,0.143333333,0.167222222,0.430233,0,15-20k,3,0.284166667,South London
4978,pt,HBO,free,2,11.0,63,1,1,983,0.236666667,0.141111111,0.091388889,0.37386,2,35-50k,2,0.189722222,South London
4979,pt,HBW,full,5,17.0,53,1,0,4892,1.200277778,0.363888889,0.460833333,0.488849,1,20-25k,3,0.413888889,North London
4980,drive,HBO,free,1,22.25,88,0,0,3824,0.953611111,0.329444444,0.2875,0.482126,0,35-50k,1,0.391111111,Central London
4981,pt,NHBO,full,3,14.0,40,1,0,10360,2.505,0.814722222,0.597222222,0.634884,0,25-35k,2,0.885833333,North London
4982,drive,HBO,full,5,21.83333333,35,1,0,2210,0.624722222,0.193333333,0.128611111,0.164147,1,35-50k,3,0.438333333,East London
4983,drive,HBO,full,4,18.5,61,0,1,5564,1.2625,0.368888889,0.246388889,0.339346,1,15-20k,1,0.350833333,West London
4984,pt,HBW,full,2,18.0,35,0,1,3190,0.806388889,0.246111111,0.243333333,0.793379,1,35-50k,2,0.357777778,Central London
4985,pt,HBW,full,4,16.91666667,32,1,1,7505,1.753055556,0.595833333,0.520555556,0.503202,1,>100k,2,0.619444444,South London
4986,pt,HBW,full,5,18.0,37,0,1,3550,0.906388889,0.324166667,0.432777778,0.782413,1,50-75k,3,0.604166667,East London
4987,drive,HBO,full,4,20.0,36,1,1,981,0.261388889,0.109166667,0.09,0.410494,1,>100k,4,0.182222222,Central London
4988,pt,HBW,full,2,8.166666667,24,0,1,3039,0.696388889,0.268055556,0.368611111,0.743783,0,>100k,2,0.266111111,Central London
4989,drive,NHBO,full,2,14.75,43,1,1,4786,1.181944444,0.3875,0.283055556,0.205103,2,50-75k,2,0.689444444,South London
4990,walk,HBO,full,5,22.0,21,1,0,971,0.251388889,0.103611111,0.069722222,0.390438,0,<5k,1,0.145833333,Central London
4991,walk,HBO,free,5,15.41666667,60,1,0,535,0.157777778,0.057222222,0.076666667,0.210145,0,5-10k,3,0.098611111,East London
4992,drive,NHBO,full,4,11.25,56,1,1,1800,0.433611111,0.168333333,0.115555556,0.269231,1,20-25k,1,0.289166667,West London
4993,pt,HBW,full,3,16.16666667,22,0,1,7234,1.745277778,0.505555556,0.478611111,0.340685,1,15-20k,4,0.808611111,West London
4994,pt,HBO,free,2,17.0,73,1,1,1121,0.308333333,0.109444444,0.142222222,0.501953,1,25-35k,2,0.214722222,Central London
4995,pt,HBW,full,3,7.25,44,1,1,18307,4.264722222,1.354166667,0.994444444,0.730447,0,35-50k,2,0.891666667,West London
4996,walk,HBO,full,2,12.0,24,1,0,856,0.261111111,0.1125,0.140833333,0.285996,0,<5k,2,0.202777778,West London
4997,walk,NHBO,full,1,11.33333333,59,1,1,655,0.169722222,0.094444444,0.086666667,0.503205,1,25-35k,2,0.162222222,Central London
4998,pt,HBW,full,5,17.0,36,0,0,20706,4.698611111,1.7175,1.228611111,0.66629,0,15-20k,1,1.316944444,West London
4999,walk,HBO,full,3,16.0,33,1,1,1975,0.470555556,0.129444444,0.1725,0.557166,1,10-15k,6,0.281388889,East London
5000,walk,NHBO,full,3,12.66666667,32,1,1,867,0.290833333,0.163333333,0.241111111,0.754608,2,50-75k,3,0.296111111,East London
5001,pt,HBO,full,7,15.0,32,1,0,1496,0.408888889,0.123055556,0.170833333,0.274797,1,10-15k,4,0.339444444,West London
5002,walk,HBO,free,1,16.5,76,0,0,670,0.135277778,0.038611111,0.030555556,0.0636364,0,15-20k,2,0.052222222,South London
5003,pt,HBO,full,2,10.83333333,52,1,0,1857,0.459166667,0.161944444,0.141666667,0.472549,0,10-15k,2,0.396666667,Central London
5004,pt,HBW,full,5,17.0,29,0,0,5800,1.421944444,0.469722222,0.331666667,0.286432,0,15-20k,6,0.693055556,West London
5005,pt,HBO,free,3,17.5,70,1,1,2601,0.638888889,0.272777778,0.384444444,0.807803,0,25-35k,1,0.371388889,Central London
5006,pt,HBO,free,4,9.25,81,1,0,1387,0.436944444,0.141666667,0.1125,0.177778,0,5-10k,2,0.238611111,East London
5007,pt,HBO,full,6,20.16666667,23,0,0,1614,0.347222222,0.146944444,0.134722222,0.525773,0,25-35k,2,0.222777778,Central London
5008,walk,NHBO,free,1,10.75,60,1,1,188,0.154722222,0.059722222,0.125555556,0.170354,1,35-50k,1,0.131944444,Central London
5009,pt,HBW,full,2,7.166666667,30,1,1,17349,4.005833333,1.238611111,1.161944444,0.785082,1,35-50k,3,0.804166667,South London
5010,walk,HBO,full,1,12.0,24,1,1,1164,0.303888889,0.105277778,0.106111111,0.28534,1,35-50k,2,0.156111111,West London
5011,walk,HBO,full,6,11.58333333,23,1,1,372,0.1075,0.051666667,0.066111111,0.327731,0,35-50k,1,0.085,Central London
5012,pt,HBO,full,5,16.0,24,1,0,8063,1.859444444,0.598333333,0.485,0.538373,0,5-10k,3,0.541111111,South London
5013,pt,HBW,full,2,17.5,45,0,1,14169,3.16,1.116111111,0.818333333,0.68873,1,>100k,1,0.780833333,West London
5014,drive,HBO,free,5,15.33333333,76,1,1,2814,0.666388889,0.2375,0.250555556,0.343681,2,75-100k,2,0.709444444,West London
5015,drive,NHBO,full,5,15.5,45,1,1,1403,0.503888889,0.15,0.113333333,0.0612745,1,15-20k,2,0.365833333,South London
5016,drive,HBO,full,1,9.5,46,1,1,3078,0.815555556,0.226944444,0.155277778,0.236136,2,35-50k,4,0.438611111,South London
5017,drive,HBO,free,4,11.33333333,72,1,1,3493,0.844166667,0.236944444,0.168888889,0.177632,2,35-50k,2,0.326111111,South London
5018,drive,HBO,full,5,15.75,31,1,1,2440,0.609722222,0.1825,0.169444444,0.254098,2,>100k,2,0.246388889,West London
5019,pt,HBO,full,3,18.0,47,1,0,4866,1.163055556,0.348055556,0.313055556,0.511979,1,25-35k,4,0.538611111,South London
5020,drive,HBO,full,7,17.66666667,57,1,1,2083,0.526666667,0.146111111,0.1025,0.181572,1,50-75k,2,0.246666667,West London
5021,pt,HBW,full,5,8.833333333,33,1,0,2918,0.733888889,0.243055556,0.236666667,0.375587,1,25-35k,2,0.513333333,Central London
5022,drive,HBO,full,6,14.0,58,1,1,3301,0.764444444,0.282777778,0.215,0.421189,1,35-50k,1,0.535555556,Central London
5023,drive,HBW,full,5,19.0,58,1,1,3271,0.781666667,0.252222222,0.19,0.326023,2,>100k,3,0.325833333,South London
5024,pt,HBO,free,6,15.5,66,1,1,14242,3.305277778,1.068055556,0.797777778,0.504875,1,10-15k,2,0.901111111,West London
5025,pt,HBW,full,4,17.75,41,1,1,11451,2.633333333,0.819444444,0.846666667,0.750984,1,35-50k,3,0.728611111,West London
5026,walk,HBO,full,6,12.75,35,1,1,597,0.163055556,0.044722222,0.076111111,0.412409,1,>100k,4,0.130555556,South London
5027,drive,HBO,full,4,13.5,60,1,1,2316,0.595833333,0.199722222,0.178888889,0.231366,1,10-15k,3,0.333611111,East London
5028,walk,HBO,free,3,15.5,65,1,0,551,0.1575,0.053611111,0.043888889,0.424051,1,5-10k,2,0.093888889,West London
5029,pt,B,dis,3,8.0,25,1,1,13522,3.063888889,0.959444444,0.991388889,0.696273,2,50-75k,2,0.676666667,North London
5030,pt,HBO,full,7,17.0,25,1,1,3577,0.807777778,0.260555556,0.236944444,0.403283,1,<5k,3,0.447777778,Central London
5031,pt,HBO,full,1,13.33333333,38,1,1,5514,1.223611111,0.394166667,0.226388889,0.111656,0,5-10k,2,0.265,South London
5032,drive,HBO,free,4,17.25,70,1,1,5746,1.455277778,0.477777778,0.392777778,0.55587,1,>100k,3,0.686388889,West London
5033,walk,NHBO,dis,5,13.5,32,1,1,528,0.144166667,0.073055556,0.114166667,0.420925,0,35-50k,1,0.136666667,Central London
5034,drive,HBE,full,3,14.66666667,59,0,1,5738,1.354722222,0.374722222,0.233611111,0.146254,2,35-50k,3,0.551944444,South London
5035,pt,HBW,full,6,8.5,58,1,1,5538,1.379166667,0.404722222,0.260833333,0.306709,0,50-75k,2,0.5475,South London
5036,drive,NHBO,full,3,13.0,30,1,1,6978,1.760833333,0.5875,0.379722222,0.364301,2,35-50k,4,1.011111111,East London
5037,pt,HBW,full,4,17.5,22,1,1,10301,2.572777778,0.861388889,0.486666667,0.460046,1,15-20k,3,0.992777778,West London
5038,pt,HBO,free,6,13.08333333,88,1,0,751,0.205,0.096388889,0.134166667,0.200828,0,5-10k,1,0.22,Central London
5039,pt,HBO,child,5,16.5,15,1,0,713,0.176388889,0.062222222,0.095555556,0.337209,0,20-25k,4,0.179166667,West London
5040,walk,HBO,free,1,13.75,71,0,1,826,0.185555556,0.064166667,0.066944444,0.124481,1,10-15k,2,0.101388889,South London
5041,pt,HBE,dis,4,8.0,21,1,0,7413,1.638611111,0.435277778,0.416944444,0.448368,0,5-10k,1,0.6225,West London
5042,drive,HBO,full,7,16.5,27,1,0,3719,0.873055556,0.2875,0.287222222,0.512573,0,5-10k,3,0.379166667,Central London
5043,drive,HBW,full,2,19.0,52,1,1,5246,1.276111111,0.413888889,0.224444444,0.221535,1,35-50k,1,0.430833333,South London
5044,drive,HBO,dis,7,19.0,22,1,0,2817,0.723611111,0.272777778,0.184444444,0.631024,0,<5k,1,0.381666667,Central London
5045,pt,HBO,full,1,10.5,33,0,1,4301,1.025,0.383333333,0.284166667,0.472141,1,75-100k,2,0.542222222,South London
5046,drive,HBO,free,4,11.83333333,78,1,1,1190,0.256388889,0.090277778,0.08,0.104167,1,20-25k,1,0.134166667,North London
5047,pt,HBW,full,5,19.0,31,0,1,10013,2.299444444,0.721944444,0.598611111,0.629698,0,20-25k,5,0.674166667,North London
5048,pt,HBW,full,3,16.75,24,0,1,18203,4.411388889,1.241944444,0.7325,0.498294,2,50-75k,4,0.7725,East London
5049,drive,HBW,full,4,17.5,31,1,1,8490,2.0,0.642777778,0.570833333,0.418491,2,>100k,2,0.52,West London
5050,drive,HBO,free,7,19.5,65,0,1,7136,1.73,0.576388889,0.398888889,0.255571,1,15-20k,4,0.676111111,Central London
5051,pt,HBW,full,3,5.5,52,1,0,5479,1.636666667,0.430555556,0.205277778,0.261164,1,50-75k,3,0.573055556,West London
5052,drive,HBO,free,3,11.0,76,1,0,1905,0.536944444,0.164722222,0.113055556,0.0687961,1,10-15k,2,0.279166667,East London
5053,drive,HBO,full,1,15.0,26,1,1,3427,0.888888889,0.278611111,0.198333333,0.138655,1,50-75k,3,0.673055556,North London
