,age,female,hh_borough
57560,79,1,Havering
57561,28,1,Dartford
57562,43,0,Sutton
57563,32,1,Tower Hamlets
57564,39,0,Lambeth
57565,56,1,Watford
57566,56,0,Sutton
57567,69,0,Havering
57568,26,0,Kensington and Chelsea
57569,44,0,Three Rivers
57570,65,0,Enfield
57571,1,1,Haringey
57572,15,0,Sutton
57573,59,1,Sevenoaks
57574,6,1,Islington
57575,45,0,Camden
57576,30,0,Hammersmith & Fulham
57577,51,0,Waltham Forest
57578,43,1,Camden
57579,56,0,Brent
57580,38,0,Waltham Forest
57581,25,1,Redbridge
57582,45,0,Croydon
57583,12,1,Barking and Dagenham
57584,25,1,Westminster
57585,5,0,Camden
57586,24,1,Camden
57587,43,0,Barnet
57588,45,0,Runnymede
57589,5,0,Kingston upon Thames
57590,1,0,Westminster
57591,39,1,Croydon
57592,36,1,Barking and Dagenham
57593,14,1,Westminster
57594,35,0,Hackney
57595,0,1,Redbridge
57596,48,1,Woking
57597,45,0,Bexley
57598,25,0,Croydon
57599,50,0,Camden
57600,58,0,South Bucks
57601,26,1,Kingston upon Thames
57602,27,0,Richmond upon Thames
57603,47,0,Haringey
57604,51,0,Epsom and Ewell
57605,39,0,Harrow
57606,9,0,Waltham Forest
57607,47,0,Spelthorne
57608,1,0,Hounslow
57609,23,0,Runnymede
57610,56,0,Croydon
57611,23,1,Enfield
57612,50,1,Harrow
57613,2,0,Tower Hamlets
57614,34,1,Tower Hamlets
57615,35,1,Wandsworth
57616,46,0,Wandsworth
57617,28,0,Haringey
57618,37,0,Greenwich
57619,10,1,Enfield
57620,17,1,Newham
57621,39,0,Lambeth
57622,5,1,Hammersmith & Fulham
57623,17,1,Barnet
57624,64,1,Barnet
57625,26,1,Reigate and Banstead
57626,35,0,Wandsworth
57627,26,0,Camden
57628,59,0,Waltham Forest
57629,45,0,Barking and Dagenham
57630,20,0,Barnet
57631,55,0,Tandridge
57632,28,0,Sutton
57633,23,1,Bexley
57634,41,1,Barnet
57635,59,1,Three Rivers
57636,34,1,Runnymede
57637,32,1,Harrow
57638,44,0,Sevenoaks
57639,67,0,Greenwich
57640,81,0,Hammersmith & Fulham
57641,64,1,Ealing
57642,27,1,Hertsmere
57643,45,1,Barking and Dagenham
57644,35,0,Barking and Dagenham
57645,45,0,Thurrock
57646,18,0,Watford
57647,24,1,Newham
57648,12,1,Islington
57649,10,1,Harrow
57650,43,0,Barking and Dagenham
57651,8,0,Reigate and Banstead
57652,26,0,Haringey
57653,13,1,Tower Hamlets
57654,32,0,Newham
57655,0,1,Tower Hamlets
57656,39,1,Dartford
57657,48,0,Elmbridge
57658,42,0,Lewisham
57659,19,0,Hammersmith & Fulham
57660,98,1,Lambeth
57661,42,1,Hammersmith & Fulham
57662,1,0,Richmond upon Thames
57663,30,1,Waltham Forest
57664,31,1,Camden
57665,55,1,Newham
57666,23,1,Enfield
57667,45,1,Richmond upon Thames
57668,45,0,Tower Hamlets
57669,23,1,Hounslow
57670,7,0,Barnet
57671,48,0,Ealing
57672,31,1,Lewisham
57673,59,0,Richmond upon Thames
57674,7,0,Newham
57675,25,0,Thurrock
57676,76,1,Tandridge
57677,5,0,Wandsworth
57678,28,1,Hillingdon
57679,44,1,Lewisham
57680,41,1,Bexley
57681,60,1,Wandsworth
57682,55,0,Croydon
57683,81,0,Epping Forest
57684,49,1,Newham
57685,48,0,Barking and Dagenham
57686,27,1,Brent
57687,25,0,Kingston upon Thames
57688,24,1,Spelthorne
57689,31,0,Richmond upon Thames
57690,6,1,Ealing
57691,38,1,Ealing
57692,72,1,Reigate and Banstead
57693,75,1,Reigate and Banstead
57694,54,1,Camden
57695,20,0,Croydon
57696,39,1,Brent
57697,4,0,Hertsmere
57698,30,0,Ealing
57699,47,0,Westminster
57700,29,1,Redbridge
57701,37,1,Redbridge
57702,46,0,Islington
57703,49,1,Ealing
57704,36,1,Westminster
57705,33,0,Bexley
57706,0,1,Richmond upon Thames
57707,47,1,Redbridge
57708,36,1,Brent
57709,33,1,Hackney
57710,35,0,Lewisham
57711,10,1,Hillingdon
57712,37,1,Epping Forest
57713,21,0,Westminster
57714,26,1,Enfield
57715,22,1,Harrow
57716,82,1,Brent
57717,41,0,Sutton
57718,19,0,Waltham Forest
57719,5,0,Dartford
57720,41,1,Southwark
57721,75,0,Bexley
57722,32,0,Lambeth
57723,29,0,Merton
57724,26,0,Havering
57725,6,1,Harrow
57726,61,0,Brent
57727,30,1,Runnymede
57728,32,0,Havering
57729,80,0,Redbridge
57730,31,1,Haringey
57731,15,1,Bromley
57732,69,0,Mole Valley
57733,63,1,Sutton
57734,0,1,Three Rivers
57735,44,1,Lewisham
57736,5,0,Hackney
57737,74,1,Hillingdon
57738,28,1,Croydon
57739,51,1,Greenwich
57740,74,1,Ealing
57741,31,1,Hounslow
57742,39,1,Hounslow
57743,4,0,Brent
57744,67,1,Spelthorne
57745,41,1,Croydon
57746,54,1,Woking
57747,35,1,Lewisham
57748,48,0,Lewisham
57749,31,0,Wandsworth
57750,17,1,Croydon
57751,17,1,Kensington and Chelsea
57752,20,1,Islington
57753,7,0,Greenwich
57754,15,1,Watford
57755,25,1,Runnymede
57756,69,0,Hammersmith & Fulham
57757,57,1,Westminster
57758,24,0,Lambeth
57759,67,1,Haringey
57760,81,1,Wandsworth
57761,38,1,Newham
57762,84,1,Ealing
57763,31,0,Kensington and Chelsea
57764,37,0,Lambeth
57765,30,0,Brent
57766,24,0,Tower Hamlets
57767,39,1,Lewisham
57768,48,1,Lewisham
57769,69,0,Waltham Forest
57770,48,0,Islington
57771,77,0,Bromley
57772,19,0,Sutton
57773,71,1,Wandsworth
57774,46,0,Barnet
57775,65,0,Redbridge
57776,33,1,Camden
57777,55,1,Hertsmere
57778,38,0,Lewisham
57779,14,0,Three Rivers
57780,15,1,Hounslow
57781,51,1,Bromley
57782,52,1,Croydon
57783,2,0,Hertsmere
57784,78,1,Richmond upon Thames
57785,79,0,Enfield
57786,50,0,Lewisham
57787,81,0,Westminster
57788,30,0,Islington
57789,98,1,Runnymede
57790,37,0,Croydon
57791,7,1,Enfield
57792,47,1,Lambeth
57793,3,0,Barnet
57794,72,1,Lambeth
57795,61,0,Hounslow
57796,21,0,Kingston upon Thames
57797,71,0,Runnymede
57798,43,0,Redbridge
57799,66,1,Havering
57800,5,0,Merton
57801,70,1,Barking and Dagenham
57802,13,0,Havering
57803,25,1,Elmbridge
57804,21,0,Westminster
57805,70,1,Redbridge
57806,5,0,Bexley
57807,60,1,Bexley
57808,45,1,Bromley
57809,23,0,Hillingdon
57810,41,1,Kensington and Chelsea
57811,45,1,Hertsmere
57812,20,0,Southwark
57813,35,0,Lewisham
57814,36,1,Camden
57815,13,0,Camden
57816,30,1,Hillingdon
57817,12,1,Bromley
57818,12,0,Lambeth
57819,17,0,Camden
57820,59,0,Southwark
57821,0,0,Enfield
57822,4,1,Greenwich
57823,54,0,Croydon
57824,44,0,Islington
57825,57,1,Elmbridge
57826,0,1,Hertsmere
57827,33,0,Ealing
57828,61,0,Epsom and Ewell
57829,14,0,Waltham Forest
57830,39,1,Brent
57831,79,1,Haringey
57832,28,0,Islington
57833,23,1,Richmond upon Thames
57834,47,1,Sutton
57835,6,1,Elmbridge
57836,25,1,Westminster
57837,11,0,Kingston upon Thames
57838,67,0,Mole Valley
57839,52,0,Richmond upon Thames
57840,12,0,Croydon
57841,20,0,Islington
57842,30,0,Newham
57843,5,0,Lewisham
57844,32,0,Kingston upon Thames
57845,30,0,Brent
57846,39,1,Ealing
57847,4,1,Hackney
57848,22,0,Greenwich
57849,59,1,Hammersmith & Fulham
57850,81,1,Wandsworth
57851,64,0,Waltham Forest
57852,19,0,Harrow
57853,38,0,Hackney
57854,17,0,Wandsworth
57855,31,0,Lambeth
57856,58,1,Camden
57857,9,0,Merton
57858,73,0,Kensington and Chelsea
57859,59,0,Hackney
57860,11,0,Wandsworth
57861,1,1,Barking and Dagenham
57862,76,0,Bromley
57863,31,0,Islington
57864,29,0,Greenwich
57865,48,0,Wandsworth
57866,25,0,Barnet
57867,32,0,Islington
57868,35,1,Brent
57869,23,1,Camden
57870,75,0,Elmbridge
57871,14,0,Wandsworth
57872,62,1,Harrow
57873,42,1,Barking and Dagenham
57874,31,0,Hackney
57875,43,0,Epsom and Ewell
57876,0,1,Runnymede
57877,13,0,Barnet
57878,26,0,Westminster
57879,48,0,Waltham Forest
57880,11,0,Newham
57881,3,0,Islington
57882,13,0,Southwark
57883,56,1,Waltham Forest
57884,1,1,Hillingdon
57885,43,1,Waltham Forest
57886,6,1,Barnet
57887,17,0,Epping Forest
57888,32,1,Hounslow
57889,44,0,Kingston upon Thames
57890,37,0,Hillingdon
57891,44,0,Westminster
57892,38,1,Enfield
57893,29,0,Lewisham
57894,34,1,Camden
57895,80,0,Sevenoaks
57896,17,1,Harrow
57897,50,1,Bromley
57898,41,1,Kingston upon Thames
57899,10,1,Wandsworth
57900,79,0,Newham
57901,32,0,Richmond upon Thames
57902,34,1,Merton
57903,44,1,Kensington and Chelsea
57904,19,0,Brent
57905,44,1,Westminster
57906,63,1,Harrow
57907,31,1,Greenwich
57908,76,1,Hammersmith & Fulham
57909,37,0,Merton
57910,48,1,Croydon
57911,63,0,Thurrock
57912,40,1,Richmond upon Thames
57913,29,0,Lambeth
57914,20,0,Hillingdon
57915,24,0,Hounslow
57916,39,0,Newham
57917,26,0,Lambeth
57918,2,0,Barking and Dagenham
57919,35,0,Westminster
57920,47,0,Merton
57921,13,1,Islington
57922,11,0,Spelthorne
57923,8,0,Haringey
57924,25,0,Hackney
57925,29,1,Dartford
57926,40,1,Barnet
57927,47,0,Brent
57928,40,1,Merton
57929,28,0,Westminster
57930,1,1,Greenwich
57931,39,1,Enfield
57932,53,0,Islington
57933,29,0,Epsom and Ewell
57934,45,0,Haringey
57935,19,0,Ealing
57936,55,0,Newham
57937,3,1,Hillingdon
57938,9,1,Southwark
57939,41,0,Wandsworth
57940,25,1,Tower Hamlets
57941,3,0,Barnet
57942,58,1,Ealing
57943,35,1,Spelthorne
57944,6,0,Merton
57945,33,0,Kensington and Chelsea
57946,57,1,Croydon
57947,38,0,Brent
57948,41,1,Redbridge
57949,69,0,Southwark
57950,46,0,Greenwich
57951,24,1,Merton
57952,44,0,Sutton
57953,73,0,Ealing
57954,75,0,Sutton
57955,1,1,Hillingdon
57956,40,1,Havering
57957,40,0,Sutton
57958,28,1,Haringey
57959,37,0,Sevenoaks
57960,56,0,Brent
57961,61,0,Wandsworth
57962,33,0,Lambeth
57963,23,0,Croydon
57964,32,1,Lewisham
57965,27,0,Enfield
57966,16,0,Barking and Dagenham
57967,33,1,Ealing
57968,39,0,Reigate and Banstead
57969,40,0,Watford
57970,7,1,Barking and Dagenham
57971,81,1,Kensington and Chelsea
57972,25,1,Waltham Forest
57973,80,1,Kingston upon Thames
57974,55,1,Islington
57975,16,1,Spelthorne
57976,67,1,Croydon
57977,2,1,Tandridge
57978,24,1,Lambeth
57979,1,0,Richmond upon Thames
57980,0,0,Redbridge
57981,61,0,Camden
57982,46,0,Hertsmere
57983,60,0,Haringey
57984,53,0,Kensington and Chelsea
57985,53,0,Kingston upon Thames
57986,15,1,Reigate and Banstead
57987,5,1,Kingston upon Thames
57988,2,0,Haringey
57989,18,1,Lewisham
57990,88,0,Three Rivers
57991,27,1,Thurrock
57992,34,0,Tower Hamlets
57993,49,0,Sutton
57994,31,1,Richmond upon Thames
57995,52,0,Havering
57996,34,0,Harrow
57997,3,1,Ealing
57998,2,0,Greenwich
57999,44,0,Elmbridge
58000,37,0,Runnymede
58001,48,0,Lewisham
58002,60,1,Bexley
58003,9,0,Sutton
58004,67,1,Islington
58005,34,1,Hounslow
58006,24,1,Kingston upon Thames
58007,24,1,Brent
58008,54,1,Westminster
58009,37,1,Woking
58010,15,1,Croydon
58011,90,1,Greenwich
58012,34,1,Islington
58013,15,0,Barnet
58014,40,1,Haringey
58015,10,1,Westminster
58016,29,0,Spelthorne
58017,63,1,Hillingdon
58018,20,1,Southwark
58019,25,0,Lambeth
58020,11,0,Haringey
58021,18,1,Bexley
58022,41,1,Woking
58023,84,0,Hillingdon
58024,9,1,Epping Forest
58025,27,0,Westminster
58026,47,1,Barnet
58027,53,1,Hammersmith & Fulham
58028,67,0,Epping Forest
58029,32,1,Hackney
58030,27,1,Islington
58031,29,1,Brent
58032,83,1,Kensington and Chelsea
58033,56,0,Haringey
58034,52,0,Southwark
58035,35,0,Lewisham
58036,63,1,Richmond upon Thames
58037,40,0,Bromley
58038,12,0,Harrow
58039,20,1,Epping Forest
58040,9,1,Havering
58041,23,1,Barnet
58042,21,1,Islington
58043,38,1,Camden
58044,52,0,Brent
58045,45,0,South Bucks
58046,15,0,Tower Hamlets
58047,39,1,Redbridge
58048,19,1,Brent
58049,52,0,Lewisham
58050,5,1,Hounslow
58051,43,0,Hertsmere
58052,43,0,Hertsmere
58053,33,0,Richmond upon Thames
58054,30,0,Hillingdon
58055,4,0,Brent
58056,46,1,Bexley
58057,10,1,Dartford
58058,41,0,Ealing
58059,66,0,Bexley
58060,41,0,Tower Hamlets
58061,41,0,Brent
58062,45,1,Sutton
58063,45,0,Camden
58064,26,0,Richmond upon Thames
58065,82,1,Bexley
58066,25,1,Tower Hamlets
58067,12,0,Wandsworth
58068,40,1,Wandsworth
58069,56,1,Haringey
58070,46,0,Newham
58071,49,1,Newham
58072,11,1,Brent
58073,24,0,Haringey
58074,83,1,Sutton
58075,33,1,Wandsworth
58076,1,0,Westminster
58077,44,1,Croydon
58078,22,0,Redbridge
58079,48,0,Barnet
58080,33,1,Newham
58081,49,0,Ealing
58082,86,0,Barnet
58083,40,1,Bexley
58084,16,0,Reigate and Banstead
58085,27,1,Thurrock
58086,66,0,Brent
58087,53,0,Islington
58088,25,0,Wandsworth
58089,58,0,Bromley
58090,77,0,Westminster
58091,44,0,Croydon
58092,52,1,Wandsworth
58093,13,0,Newham
58094,60,0,Bromley
58095,34,1,Croydon
58096,3,1,Enfield
58097,32,0,Westminster
58098,54,1,Croydon
58099,40,0,Richmond upon Thames
58100,14,1,Hertsmere
58101,79,1,Camden
58102,26,1,Lambeth
58103,32,0,Kensington and Chelsea
58104,1,1,Hackney
58105,61,1,Watford
58106,20,0,Brent
58107,67,1,Southwark
58108,4,0,Southwark
58109,18,1,Hackney
58110,34,1,Watford
58111,60,1,Epsom and Ewell
58112,22,1,Ealing
58113,3,0,Epsom and Ewell
58114,36,1,Newham
58115,41,1,Redbridge
58116,6,0,Epping Forest
58117,0,1,Hertsmere
58118,82,0,Lambeth
58119,22,1,Croydon
58120,9,1,Ealing
58121,36,1,Newham
58122,1,1,South Bucks
58123,27,0,Wandsworth
58124,56,0,Haringey
58125,28,0,Brent
58126,7,0,Bromley
58127,16,0,Croydon
58128,8,0,Enfield
58129,28,1,Lewisham
58130,18,1,Croydon
58131,10,0,Hackney
58132,33,1,Ealing
58133,9,0,Newham
58134,28,1,Waltham Forest
58135,44,1,Merton
58136,55,1,Enfield
58137,27,1,Westminster
58138,42,1,Barnet
58139,12,1,Reigate and Banstead
58140,10,0,Harrow
58141,21,1,Barnet
58142,63,1,South Bucks
58143,22,0,Hillingdon
58144,12,0,Barnet
58145,1,0,Brent
58146,1,0,Merton
58147,42,1,Harrow
58148,40,1,Reigate and Banstead
58149,22,0,Elmbridge
58150,50,0,Lambeth
58151,28,1,Westminster
58152,70,0,South Bucks
58153,36,1,Barnet
58154,77,1,Runnymede
58155,59,0,Barnet
58156,68,0,Bexley
58157,13,0,Waltham Forest
58158,9,1,Bromley
58159,30,0,Bexley
58160,60,0,Croydon
58161,24,1,Wandsworth
58162,49,0,Kensington and Chelsea
58163,29,1,Hillingdon
58164,69,1,Waltham Forest
58165,41,0,Sutton
58166,27,1,Newham
58167,88,1,Wandsworth
58168,24,1,Hammersmith & Fulham
58169,58,0,Enfield
58170,46,0,Hounslow
58171,45,1,Barking and Dagenham
58172,2,0,Greenwich
58173,15,0,Tandridge
58174,19,0,Ealing
58175,68,0,Sutton
58176,31,1,Redbridge
58177,41,1,Kingston upon Thames
58178,21,1,Tower Hamlets
58179,27,1,Hammersmith & Fulham
58180,50,1,Wandsworth
58181,36,1,Camden
58182,53,0,Lambeth
58183,40,1,Elmbridge
58184,22,0,Kingston upon Thames
58185,80,1,Havering
58186,3,1,Merton
58187,26,1,Hounslow
58188,87,1,Harrow
58189,33,0,Redbridge
58190,15,1,Sutton
58191,27,0,Barking and Dagenham
58192,2,0,Ealing
58193,52,0,Thurrock
58194,83,1,Hammersmith & Fulham
58195,35,1,Ealing
58196,0,0,Hackney
58197,61,0,Lambeth
58198,90,1,Epping Forest
58199,32,1,Thurrock
58200,25,1,Brent
58201,28,0,Westminster
58202,46,0,Woking
58203,34,1,Haringey
58204,67,0,Wandsworth
58205,69,0,Merton
58206,18,1,Croydon
58207,32,1,Tower Hamlets
58208,29,0,Enfield
58209,45,0,Bexley
58210,32,0,Westminster
58211,52,0,Hillingdon
58212,69,0,Wandsworth
58213,10,0,Haringey
58214,73,0,Epsom and Ewell
58215,78,1,Watford
58216,70,1,Enfield
58217,26,0,Hackney
58218,7,0,Brent
58219,1,1,Wandsworth
58220,7,1,Newham
58221,13,1,Tower Hamlets
58222,88,1,Richmond upon Thames
58223,10,1,Newham
58224,75,0,Woking
58225,39,1,Islington
58226,73,1,Hammersmith & Fulham
58227,10,1,Sutton
58228,4,0,Newham
58229,0,0,Redbridge
58230,47,1,Havering
58231,30,1,Thurrock
58232,4,1,Richmond upon Thames
58233,11,1,Epsom and Ewell
58234,40,1,Epping Forest
58235,47,1,Reigate and Banstead
58236,32,0,Merton
58237,43,0,Hammersmith & Fulham
58238,9,0,Newham
58239,72,0,Southwark
58240,24,1,Bromley
58241,87,0,Sevenoaks
58242,15,1,Bexley
58243,61,0,Tower Hamlets
58244,25,0,Thurrock
58245,1,1,Three Rivers
58246,30,0,Tower Hamlets
58247,57,0,Merton
58248,25,1,Spelthorne
58249,66,0,Hackney
58250,56,1,Camden
58251,36,1,Hackney
58252,35,1,Barnet
58253,33,1,Kingston upon Thames
58254,42,1,Newham
58255,31,0,Enfield
58256,6,0,Newham
58257,63,0,Havering
58258,12,0,Sutton
58259,89,1,Barking and Dagenham
58260,30,0,Westminster
58261,20,0,Tower Hamlets
58262,42,0,Newham
58263,10,1,Barnet
58264,37,1,Barnet
58265,7,1,Haringey
58266,11,1,South Bucks
58267,40,1,Hackney
58268,19,0,Southwark
58269,5,1,Redbridge
58270,46,1,Camden
58271,29,1,Barnet
58272,15,1,Enfield
58273,19,0,Kingston upon Thames
58274,65,1,Harrow
58275,14,0,Runnymede
58276,19,1,Enfield
58277,11,0,Wandsworth
58278,50,1,Enfield
58279,25,1,Haringey
58280,0,1,Sevenoaks
58281,53,1,Harrow
58282,36,0,Wandsworth
58283,79,0,Enfield
58284,79,0,Lambeth
58285,23,1,Lambeth
58286,34,1,Hounslow
58287,36,1,Sutton
58288,36,1,Kensington and Chelsea
58289,47,0,Bromley
58290,30,0,Barnet
58291,62,1,Camden
58292,28,1,Croydon
58293,1,1,Bexley
58294,28,0,Runnymede
58295,54,1,Richmond upon Thames
58296,51,1,Barnet
58297,28,1,Enfield
58298,27,1,Lewisham
58299,28,0,Bromley
58300,65,1,Thurrock
58301,58,0,Brent
58302,40,0,Harrow
58303,41,1,Tower Hamlets
58304,59,1,Hounslow
58305,70,1,Merton
58306,71,1,Brent
58307,60,0,Hounslow
58308,8,0,Bromley
58309,16,1,Kingston upon Thames
58310,46,1,Reigate and Banstead
58311,20,0,Newham
58312,59,0,Ealing
58313,20,0,Greenwich
58314,59,1,Brent
58315,18,0,Hounslow
58316,69,1,Southwark
58317,35,0,Reigate and Banstead
58318,70,1,Reigate and Banstead
58319,41,1,Redbridge
58320,52,1,Enfield
58321,54,1,Sutton
58322,47,1,Bromley
58323,61,1,Havering
58324,34,1,Barnet
58325,42,1,Wandsworth
58326,37,1,Redbridge
58327,38,0,Hillingdon
58328,26,1,Sutton
58329,20,0,Barnet
58330,44,0,Southwark
58331,46,0,Thurrock
58332,41,0,Tower Hamlets
58333,21,0,Newham
58334,49,1,Hertsmere
58335,84,0,Mole Valley
58336,6,1,Barnet
58337,57,0,Ealing
58338,49,0,Woking
58339,0,0,Islington
58340,13,0,Kingston upon Thames
58341,29,1,Westminster
58342,31,0,Croydon
58343,48,1,Richmond upon Thames
58344,14,1,Wandsworth
58345,34,0,Redbridge
58346,31,1,Dartford
58347,30,1,Islington
58348,4,1,Southwark
58349,43,1,Hounslow
58350,5,0,Havering
58351,39,1,Bromley
58352,29,0,Merton
58353,12,1,Thurrock
58354,85,1,Ealing
58355,81,1,Sevenoaks
58356,17,1,Elmbridge
58357,45,0,Hillingdon
58358,4,0,Dartford
58359,36,0,Enfield
58360,80,1,Three Rivers
58361,22,1,Islington
58362,22,1,Bexley
58363,1,1,Merton
58364,44,1,Waltham Forest
58365,49,0,Bexley
58366,19,1,Thurrock
58367,3,0,Southwark
58368,78,0,South Bucks
58369,0,0,Lewisham
58370,25,0,Croydon
58371,62,0,Sutton
58372,81,1,Lambeth
58373,64,0,Reigate and Banstead
58374,64,1,Richmond upon Thames
58375,62,0,Sevenoaks
58376,23,1,Havering
58377,33,1,Harrow
58378,70,0,Bromley
58379,81,1,Elmbridge
58380,55,0,Hillingdon
58381,41,0,Hounslow
58382,5,0,Newham
58383,44,0,Barnet
58384,25,0,Ealing
58385,42,0,Harrow
58386,14,0,Croydon
58387,20,0,Harrow
58388,49,0,Harrow
58389,30,1,Westminster
58390,27,1,Barnet
58391,43,0,Lewisham
58392,1,0,Brent
58393,10,0,Sevenoaks
58394,44,1,Hounslow
58395,14,0,Thurrock
58396,36,0,Islington
58397,23,1,Waltham Forest
58398,78,1,Ealing
58399,28,1,Southwark
58400,17,1,Wandsworth
58401,9,1,Hillingdon
58402,53,0,Hillingdon
58403,17,1,Hillingdon
58404,33,0,Southwark
58405,29,0,Watford
58406,78,1,Tower Hamlets
58407,69,0,Harrow
58408,3,0,Lewisham
58409,41,1,Lambeth
58410,2,0,Croydon
58411,25,1,Tower Hamlets
58412,5,0,Sevenoaks
58413,29,0,Lewisham
58414,28,1,Hounslow
58415,62,1,Camden
58416,23,1,Barnet
58417,62,0,Reigate and Banstead
58418,0,0,Bromley
58419,50,1,Brent
58420,16,0,Three Rivers
58421,25,1,Dartford
58422,31,0,Haringey
58423,23,0,Brent
58424,42,0,Enfield
58425,43,1,Lambeth
58426,1,0,Lewisham
58427,46,0,Ealing
58428,26,0,Lambeth
58429,14,1,Wandsworth
58430,49,0,Barking and Dagenham
58431,39,0,Redbridge
58432,32,1,Tandridge
58433,51,0,Merton
58434,35,1,Croydon
58435,85,0,Greenwich
58436,2,1,Islington
58437,7,0,Harrow
58438,26,0,Hackney
58439,23,0,Hackney
58440,3,1,Newham
58441,4,0,Mole Valley
58442,31,0,Bromley
58443,24,0,Elmbridge
58444,67,1,Harrow
58445,15,1,Dartford
58446,5,0,Harrow
58447,65,1,Wandsworth
58448,64,0,Elmbridge
58449,36,1,Camden
58450,43,1,Sutton
58451,61,1,Camden
58452,9,1,Mole Valley
58453,43,0,Bexley
58454,34,1,Barking and Dagenham
58455,26,0,Thurrock
58456,21,1,Greenwich
58457,39,1,Enfield
58458,75,0,Hackney
58459,21,1,Runnymede
58460,16,1,Runnymede
58461,38,0,Reigate and Banstead
58462,18,1,Redbridge
58463,56,1,Kensington and Chelsea
58464,52,0,Croydon
58465,25,0,Harrow
58466,9,0,Havering
58467,7,0,Tower Hamlets
58468,21,1,Kensington and Chelsea
58469,18,0,Wandsworth
58470,38,0,Epsom and Ewell
58471,30,0,Brent
58472,42,1,Southwark
58473,45,1,Reigate and Banstead
58474,29,1,Thurrock
58475,45,1,Westminster
58476,43,0,Merton
58477,35,1,Waltham Forest
58478,4,0,Barnet
58479,28,0,Kingston upon Thames
58480,27,0,Hillingdon
58481,53,0,Ealing
58482,40,1,Richmond upon Thames
58483,64,1,Barnet
58484,6,1,Watford
58485,44,0,Richmond upon Thames
58486,4,0,Kingston upon Thames
58487,73,0,Harrow
58488,17,0,Harrow
58489,42,1,Lambeth
58490,15,0,Brent
58491,4,0,Enfield
58492,5,1,Lewisham
58493,15,1,Hertsmere
58494,0,0,Brent
58495,63,0,Croydon
58496,61,1,Merton
58497,80,0,Greenwich
58498,21,1,Hammersmith & Fulham
58499,25,1,Haringey
58500,45,1,Hillingdon
58501,56,0,Waltham Forest
58502,37,1,Hammersmith & Fulham
58503,38,0,Harrow
58504,58,0,Thurrock
58505,43,1,Bexley
58506,30,0,Waltham Forest
58507,19,1,Newham
58508,15,0,Havering
58509,23,0,Wandsworth
58510,6,0,Richmond upon Thames
58511,33,1,Tower Hamlets
58512,58,1,Hertsmere
58513,58,1,Lambeth
58514,40,0,Barnet
58515,50,1,Islington
58516,51,1,Bexley
58517,30,0,Haringey
58518,74,0,Dartford
58519,76,1,Kingston upon Thames
58520,3,0,Hammersmith & Fulham
58521,28,0,Tower Hamlets
58522,57,0,Haringey
58523,2,1,Enfield
58524,11,1,Thurrock
58525,32,1,Tower Hamlets
58526,15,0,Barking and Dagenham
58527,43,1,Islington
58528,33,1,Croydon
58529,32,1,Harrow
58530,28,0,Hackney
58531,54,0,Lewisham
58532,73,1,Barking and Dagenham
58533,25,1,Newham
58534,25,0,Kensington and Chelsea
58535,10,0,Havering
58536,46,0,Merton
58537,0,0,Barking and Dagenham
58538,40,0,Wandsworth
58539,0,0,Newham
58540,36,1,Barnet
58541,59,1,Tower Hamlets
58542,13,1,Hillingdon
58543,44,0,Newham
58544,4,1,Tandridge
58545,56,1,Enfield
58546,12,1,Thurrock
58547,0,1,Redbridge
58548,40,1,City of London
58549,4,1,Enfield
58550,35,1,Merton
58551,40,1,Bromley
58552,6,0,Watford
58553,24,1,Enfield
58554,26,1,Tower Hamlets
58555,24,1,Hackney
58556,30,1,Thurrock
58557,5,1,Newham
58558,7,1,Islington
58559,6,1,Watford
58560,71,0,Ealing
58561,63,1,South Bucks
58562,58,1,Havering
58563,25,0,Newham
58564,73,0,Hounslow
58565,16,1,Enfield
58566,5,1,Sutton
58567,21,1,Ealing
58568,28,1,Redbridge
58569,31,0,Merton
58570,61,0,Enfield
58571,27,1,Bromley
58572,22,1,Hackney
58573,40,0,Camden
58574,18,1,Waltham Forest
58575,3,0,South Bucks
58576,10,1,Haringey
58577,22,1,Waltham Forest
58578,33,1,Waltham Forest
58579,49,0,Islington
58580,70,1,Hackney
58581,0,0,Bexley
58582,6,0,Enfield
58583,33,0,Havering
58584,72,0,Croydon
58585,23,1,Redbridge
58586,36,0,Sutton
58587,11,1,Watford
58588,32,1,South Bucks
58589,75,0,Harrow
58590,40,0,Tower Hamlets
58591,15,1,Islington
58592,14,0,Sutton
58593,19,1,Barking and Dagenham
58594,35,1,Hackney
58595,9,0,Kensington and Chelsea
58596,45,0,Greenwich
58597,5,1,Newham
58598,36,0,Woking
58599,28,1,Wandsworth
58600,69,1,Runnymede
58601,50,0,Hertsmere
58602,24,1,Brent
58603,73,0,Lewisham
58604,13,0,Newham
58605,26,0,Richmond upon Thames
